,Loser1,Loser2,Winner1,Winner2
86,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Trumantang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239
87,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
88,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895700,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895701,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar
89,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895712,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/123456,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/022699,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/cokoo
90,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895248,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3531045,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254
91,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/011982698,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
92,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/leeladhithya,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214
93,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898592,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/132259,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH
94,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835305
95,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898205,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
96,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900988,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900989,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Justinian2.0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Madisonli
97,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068
98,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan
99,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan
100,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sheepie,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/011982698,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
101,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835305,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984
102,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/042599,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835305
103,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12879614,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/cokoo,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984
104,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MNguyen404,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898205,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
105,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Justinian2.0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Madisonli
106,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910075,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar
107,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/022699,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/cokoo,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3531045,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254
108,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/leeladhithya,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12873121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/fuxiaofeng
109,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12345,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901109
110,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
111,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
112,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sheepie
113,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999
114,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855
115,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/vinhtvu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12052009
116,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12873121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/fuxiaofeng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999
117,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/716234,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/121103,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one
118,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895607,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397
119,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12857546,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895498,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/leeladhithya,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214
120,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Justinian2.0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Madisonli,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/42069,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12896841,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/winnie tran,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/CoC,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199
122,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Trumantang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000
123,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
124,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855
125,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12345,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901109,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034552,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000
126,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068
127,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12873121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/fuxiaofeng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068
128,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12345,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901109,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/011982698,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
129,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835305,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984
130,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Justinian2.0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Madisonli,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898205,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
131,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/042599
132,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MNguyen404,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan
133,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/696969696969696969,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee
135,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000
136,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898592,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/132259,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sheepie
137,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12879614,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/cokoo,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/042599
138,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/leeladhithya,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar
139,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/CoC,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000
140,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
141,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034552,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/vinhtvu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12052009
142,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068
143,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12345,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901109,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734
144,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835305,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12873121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/fuxiaofeng
145,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MNguyen404,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734
146,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895607,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one
147,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/42069,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3531045,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254
148,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895712,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/123456,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895248,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH
149,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
150,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
151,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dorketwee,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan
152,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/011982698,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
153,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898205,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984
154,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sheepie
155,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/042599
156,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one
157,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895700,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895701,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910075
158,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/31970HZ,/player/Kelley Yuan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2814
159,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/675456476465465,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12907068,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/vinhtvu,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12052009
160,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/32462134,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/07151999,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034552,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/8000000
161,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2424,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019734,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12873121,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/fuxiaofeng
162,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3531045,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000
163,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900987,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900984,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/011982698,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/0123
164,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/sheepie,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/042599
165,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Peterrxb,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/12292000,/player/Luke Trinh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/dont have one
166,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/3531045,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jericosuguitan,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/katepaclibar
167,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/716234,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/121103,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239
168,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910075,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12857546,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895498
169,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Justinian2.0,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Madisonli,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895248,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH
170,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12896841,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/winnie tran,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Trumantang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan
171,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12857546,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895498,/player/Travis Huynh,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/58239
172,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895248,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/VanessaDINH,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Trumantang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Sapphiredoan
