,Loser,Winner
175,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12869976,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910146
176,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382
177,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12882289,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382
178,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898265,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/465378
179,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/041903,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12843777
180,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835249,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12897250
181,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/roblee04,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020034
182,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Tep70,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Shingchin
183,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12849868,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668
184,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415
185,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12845211,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
186,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12872751,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758
187,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12878047
188,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825432,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/E2017103111585357
189,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/28917382743,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Roberthe9606
190,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616
191,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12863264,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/21761611616616161
192,/player/Caleb Chiang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034098
193,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/149058,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482
194,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/135,/player/Eric Sheng
195,/player/Eric Sheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/465378
196,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12843777,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020390
197,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12851783,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12897250
198,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/022699,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020034,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556
200,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12905401,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Shingchin
201,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892615,/player/Tristan Garcia
202,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901088,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943
203,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019561,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415
204,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616
205,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825432,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/E2017103111585357
206,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/465378,/player/Caleb Chiang
207,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12843777,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556
208,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12838387,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10
209,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910220,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570
210,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12897250,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
211,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Roberthe9606,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556
212,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/135
213,/player/Tristan Garcia,/player/Sam Vuong
214,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Yes
215,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825427
216,/player/Patricia Tran,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
217,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415
218,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/465378,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
219,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12878047,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758
220,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/E2017103111585357,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020390
221,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Shingchin,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616
222,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/21761611616616161,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034098
223,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12901088,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Khoihuynh
224,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/SJSU,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
225,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12872751,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943
226,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/roblee04,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231
227,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10
228,/player/Eric Sheng,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898265
229,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910220,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452
230,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034098,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570
231,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038,/player/Caleb Chiang
232,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415,/player/Tristan Garcia
233,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898265,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/HamWix
234,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616
235,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/E2017103111585357
236,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556
237,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/041903,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/149058
238,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020390
239,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570
240,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898361,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
241,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12851783,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835249
242,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12905401,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10
243,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910220,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002
244,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/135,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Khoihuynh
245,/player/Tristan Garcia,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
246,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/HamWix
247,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/E2017103111585357,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943
248,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Yes,/player/Sam Vuong
249,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10
250,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886452,/player/Patricia Tran
251,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825427
252,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825432,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713
253,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12843777,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668
254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12838387,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482
255,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/203041,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900576
256,/player/Sam Vuong,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MichaelCabebe
257,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892761,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
258,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12838387,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344
259,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570,/player/Caleb Chiang
260,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/149058,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556
261,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020390,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231
262,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452
263,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892615
264,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700
265,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/465378,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038
266,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/041903,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668
267,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/roblee04,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
268,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12905401,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910220
269,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/004121482,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002
270,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/lucbui10,/player/Sam Vuong
271,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/47570,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Yes
272,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12849868,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713
273,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12905401,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T
274,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12863264,/player/Caleb Chiang
275,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898265,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12845211
276,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825432,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/041903
277,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/roblee04,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/28917382743
278,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
279,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MichaelCabebe,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900576
280,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
281,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892615,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/00002
282,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
283,/player/Patricia Tran,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12825427
284,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12898265,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700
285,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415
286,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020390,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758
287,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
288,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034098,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616
289,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12845211
290,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/041903,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038
291,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12835249,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/28917382743
292,/player/Caleb Chiang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T
293,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/203041,/player/Sam Vuong
294,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12838387,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892761
295,/player/Caleb Chiang,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Khoihuynh
296,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033375,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549
297,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5883458834,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662
298,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855,/player/Omkar Arvind Lonkar
299,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12897624,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002
300,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/HamWix
301,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/41019556,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943
302,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/6452,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231
303,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2034098,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038
304,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/SJSU,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019561
305,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910220,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
306,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382
307,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900576,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033386
308,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12892761,/player/Sam Vuong
309,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382
310,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12869976,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
311,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2033375,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5883458834
312,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12897624,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855
313,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/HamWix,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Khoihuynh
314,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/662,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549
315,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943
316,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038
317,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019561,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700
318,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12859713,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668
319,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758
320,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
321,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12845211,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038
322,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/28917382743,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T
323,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254
324,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254
325,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5184344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/MichaelCabebe
326,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5883458834,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/A008855
327,/player/Omkar Arvind Lonkar,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002
328,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12882289,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214
329,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910146
330,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Ryan T
331,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400002,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/400549
332,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018943,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/Khoihuynh
333,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/855963231,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/HamWix
334,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1020038,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700
335,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12895668,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
336,/player/Aastha Hemant Lele,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/121103
337,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12900994,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199
338,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12886758,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1018942
339,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/52616,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12875415
340,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12869976
341,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12880700,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/jshih468
342,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/5106926214,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12869976
343,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/123456,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910146
344,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12870250
345,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910254,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/121103
346,/player/Aastha Hemant Lele,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/012084397
347,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/2017202199,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12869976
348,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/121103,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/XX12910146
349,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/123456,/player/C36A90FE-DFA8-414B-A8B6-F2BCF6B9B8BD/1019382
